Poem_Index,Title,Author,URL,Content,A,B,C
257,天末怀李白,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_38418ed36981.aspx,"凉风起天末，君子意如何。
鸿雁几时到，江湖秋水多。
文章憎命达，魑魅喜人过。
应共冤魂语，投诗赠汨罗。",寻西山隐者不遇,梦李白二首·其二,梦李白二首·其一
258,夜雨寄北,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_e46c43d13b97.aspx,"君问归期未有期，巴山夜雨涨秋池。
何当共剪西窗烛，却话巴山夜雨时。",送梓州李使君,秋夜寄邱员外,北青萝
259,夜泊牛渚怀古,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_bec0f7d48ce7.aspx,"牛渚西江夜，青天无片云。
登舟望秋月，空忆谢将军。
余亦能高咏，斯人不可闻。
明朝挂帆席，枫叶落纷纷。(席 一作：去)",长恨歌,枫桥夜泊,古从军行
260,夜归鹿门山歌,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_55c0a0ea874e.aspx,"山寺钟鸣昼已昏，渔梁渡头争渡喧。
人随沙岸向江村，余亦乘舟归鹿门。
鹿门月照开烟树，忽到庞公栖隐处。
岩扉松径长寂寥，惟有幽人自来去。",梦游天姥吟留别,归嵩山作,岁暮归南山
261,夜上受降城闻笛,李益 〔唐代〕,https://www.gushiwen.cn/shiwenv_d89eb1125b6d.aspx,"回乐烽前沙似雪，受降城外月如霜。(回乐烽 一作：回乐峰)
不知何处吹芦管，一夜征人尽望乡。",望蓟门,静夜思,长恨歌
262,夕次盱眙县,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_9a4af1036d85.aspx,"落帆逗淮镇，停舫临孤驿。
浩浩风起波，冥冥日沉夕。
人归山郭暗，雁下芦洲白。
独夜忆秦关，听钟未眠客。",赋得暮雨送李胄,晚次鄂州,次北固山下
263,夏日南亭怀辛大,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_9306064f2630.aspx,"山光忽西落，池月渐东上。
散发乘夕凉，开轩卧闲敞。
荷风送香气，竹露滴清响。
欲取鸣琴弹，恨无知音赏。
感此怀故人，中宵劳梦想。(中 一作：终)",长恨歌,子夜吴歌·夏歌,长干行·其一
264,塞下曲·饮马渡秋水,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_a62c96a4c183.aspx,"饮马渡秋水，水寒风似刀。
平沙日未没，黯黯见临洮。
昔日长城战，咸言意气高。
黄尘足今古，白骨乱蓬蒿。",哥舒歌,塞下曲·蝉鸣空桑林,韦讽录事宅观曹将军画马图
265,塞下曲·蝉鸣空桑林,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_f9e0d2f2e6ca.aspx,"蝉鸣空桑林，八月萧关道。
出塞入塞寒，处处黄芦草。
从来幽并客，皆共尘沙老。(尘沙 一作：沙尘)
莫学游侠儿，矜夸紫骝好。",长恨歌,长干行·其一,塞下曲·饮马渡秋水
266,塞下曲·月黑雁飞高,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_9a9463173105.aspx,"月黑雁飞高，单于夜遁逃。
欲将轻骑逐，大雪满弓刀。",哥舒歌,塞下曲·饮马渡秋水,和张仆射塞下曲·其二
267,在狱咏蝉,骆宾王 〔唐代〕,https://www.gushiwen.cn/shiwenv_cecffc2a400d.aspx,"西陆蝉声唱，南冠客思深。(客思深 一作：客思侵)
那堪玄鬓影，来对白头吟。(那堪 一作：不堪)
露重飞难进，风多响易沉。
无人信高洁，谁为表予心？",李端公,蝉,送綦毋潜落第还乡
268,回乡偶书,贺知章 〔唐代〕,https://www.gushiwen.cn/shiwenv_f459f8ed8d23.aspx,"少小离家老大回，乡音无改鬓毛衰。
儿童相见不相识，笑问客从何处来。",春思·燕草如碧丝,书边事,旅夜书怀
269,喜见外弟又言别,李益 〔唐代〕,https://www.gushiwen.cn/shiwenv_97ae866bedf5.aspx,"十年离乱后，长大一相逢。
问姓惊初见，称名忆旧容。
别来沧海事，语罢暮天钟。
明日巴陵道，秋山又几重。",送杨氏女,淮上喜会梁州故人,独不见
270,喜外弟卢纶见宿,司空曙 〔唐代〕,https://www.gushiwen.cn/shiwenv_7661425bdf0a.aspx,"静夜四无邻，荒居旧业贫。
雨中黄叶树，灯下白头人。
以我独沉久，愧君相见频。
平生自有分，况是蔡家亲。",灞上秋居,月夜忆舍弟,独不见
271,哥舒歌,西鄙人 〔唐代〕,https://www.gushiwen.cn/shiwenv_94eb5d41fec6.aspx,"北斗七星高，哥舒夜带刀。
至今窥牧马，不敢过临洮。",子夜吴歌·冬歌,长恨歌,塞下曲·月黑雁飞高
272,哀王孙,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_c7b4689c87e3.aspx,"长安城头头白乌，夜飞延秋门上呼。
又向人家啄大屋，屋底达官走避胡。
金鞭断折九马死，骨肉不得同驰驱。
腰下宝玦青珊瑚，可怜王孙泣路隅。
问之不肯道姓名，但道困苦乞为奴。
已经百日窜荆棘，身上无有完肌肤。
高帝子孙尽隆准，龙种自与常人殊。
豺狼在邑龙在野，王孙善保千金躯。
不敢长语临交衢，且为王孙立斯须。
昨夜东风吹血腥，东来橐驼满旧都。
朔方健儿好身手，昔何勇锐今何愚。
窃闻天子已传位，圣德北服南单于。
花门剺面请雪耻，慎勿出口他人狙。
哀哉王孙慎勿疏，五陵佳气无时无。",长恨歌,观公孙大娘弟子舞剑器行,走马川行奉送封大夫出师西征
273,哀江头,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_5be82977acf5.aspx,"少陵野老吞声哭，春日潜行曲江曲。
江头宫殿锁千门，细柳新蒲为谁绿？
忆昔霓旌下南苑，苑中万物生颜色。
昭阳殿里第一人，同辇随君侍君侧。
辇前才人带弓箭，白马嚼啮黄金勒。
翻身向天仰射云，一笑正坠双飞翼。(一笑 一作：一箭)
明眸皓齿今何在？血污游魂归不得。
清渭东流剑阁深，去住彼此无消息。
人生有情泪沾臆，江水江花岂终极！
黄昏胡骑尘满城，欲往城南望城北。",长恨歌,老将行,将进酒
274,咏怀古迹五首·其四,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_66eebf9f4ab8.aspx,"蜀主窥吴幸三峡，崩年亦在永安宫。(窥 一作：征)
翠华想像空山里，玉殿虚无野寺中。
古庙杉松巢水鹤，岁时伏腊走村翁。
武侯祠屋常邻近，一体君臣祭祀同。",长恨歌,楚江怀古三首·其一,感遇十二首·其四
275,咏怀古迹五首·其五,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_70e98eb5d973.aspx,"诸葛大名垂宇宙，宗臣遗像肃清高。
三分割据纡筹策，万古云霄一羽毛。
伯仲之间见伊吕，指挥若定失萧曹。
运移汉祚终难复，志决身歼军务劳。",丹青引赠曹将军霸,楚江怀古三首·其一,遣悲怀三首·其二
276,咏怀古迹五首·其二,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_37b5405144f1.aspx,"摇落深知宋玉悲，风流儒雅亦吾师。
怅望千秋一洒泪，萧条异代不同时。
江山故宅空文藻，云雨荒台岂梦思。
最是楚宫俱泯灭，舟人指点到今疑。",秋日登吴公台上寺远眺,楚江怀古三首·其一,遣悲怀三首·其二
277,咏怀古迹五首·其三,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_1cc0aae7f75d.aspx,"群山万壑赴荆门，生长明妃尚有村。
一去紫台连朔漠，独留青冢向黄昏。
画图省识春风面，环珮空归夜月魂。(夜月 一作：月夜)
千载琵琶作胡语，分明怨恨曲中论。",琵琶行,长信秋词五首·其三,宣州谢朓楼饯别校书叔云
278,咏怀古迹五首·其一,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_d87229be0d7a.aspx,"支离东北风尘际，漂泊西南天地间。
三峡楼台淹日月，五溪衣服共云山。
羯胡事主终无赖，词客哀时且未还。
庾信平生最萧瑟，暮年诗赋动江关。",长恨歌,遣悲怀三首·其一,庐山谣寄卢侍御虚舟
279,和贾舍人早朝大明宫之作,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_03489af756e4.aspx,"绛帻鸡人报晓筹，尚衣方进翠云裘。(报 一作：送)
九天阊阖开宫殿，万国衣冠拜冕旒。
日色才临仙掌动，香烟欲傍衮龙浮。
朝罢须裁五色诏，佩声归向凤池头。(归向 一作：归到)",长恨歌,赠阙下裴舍人,送綦毋潜落第还乡
280,和晋陵陆丞早春游望,杜审言 〔唐代〕,https://www.gushiwen.cn/shiwenv_53c580f21ba6.aspx,"独有宦游人，偏惊物候新。
云霞出海曙，梅柳渡江春。
淑气催黄鸟，晴光转绿蘋。
忽闻歌古调，归思欲沾巾。(巾 一作：襟)",饯别王十一南游,春望,宿桐庐江寄广陵旧游
281,和张仆射塞下曲·其四,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_cdc327abcbc1.aspx,"野幕敞琼筵，羌戎贺劳旋。
醉和金甲舞，雷鼓动山川。",长恨歌,塞下曲·饮马渡秋水,塞下曲·蝉鸣空桑林
282,和张仆射塞下曲·其二,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_941746126d83.aspx,"林暗草惊风，将军夜引弓。
平明寻白羽，没在石棱中。",丹青引赠曹将军霸,塞下曲·饮马渡秋水,塞下曲·月黑雁飞高
283,和张仆射塞下曲·其一,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_f68140f3dc1f.aspx,"鹫翎金仆姑，燕尾绣蝥弧。
独立扬新令，千营共一呼。",送李中丞之襄州,塞下曲·蝉鸣空桑林,塞下曲·饮马渡秋水
284,和乐天春词,刘禹锡 〔唐代〕,https://www.gushiwen.cn/shiwenv_48936601c146.aspx,"新妆宜面下朱楼，深锁春光一院愁。
行到中庭数花朵，蜻蜓飞上玉搔头。",闺怨,和晋陵陆丞早春游望,春望
285,听蜀僧濬弹琴,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_1c8072393007.aspx,"蜀僧抱绿绮，西下峨眉峰。
为我一挥手，如听万壑松。
客心洗流水，馀响入霜钟。
不觉碧山暮，秋云暗几重。",过香积寺,蜀道难,琴歌
286,听董大弹胡笳声兼寄语弄房给事,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_8f7866739c12.aspx,"蔡女昔造胡笳声，一弹一十有八拍。
胡人落泪沾边草，汉使断肠对归客。
古戍苍苍烽火寒，大荒沉沉飞雪白。(沉沉 一作：阴沉)
先拂商弦后角羽，四郊秋叶惊摵摵。
董夫子，通神明，深山窃听来妖精。
言迟更速皆应手，将往复旋如有情。
空山百鸟散还合，万里浮云阴且晴。
嘶酸雏雁失群夜，断绝胡儿恋母声。
川为静其波，鸟亦罢其鸣。
乌孙部落家乡远，逻娑沙尘哀怨生。
幽音变调忽飘洒，长风吹林雨堕瓦。
迸泉飒飒飞木末，野鹿呦呦走堂下。
长安城连东掖垣，凤凰池对青琐门。
高才脱略名与利，日夕望君抱琴至。",琵琶行,听安万善吹觱篥歌,白雪歌送武判官归京
287,听筝,李端 〔唐代〕,https://www.gushiwen.cn/shiwenv_ed8b644fd298.aspx,"鸣筝金粟柱，素手玉房前。
欲得周郎顾，时时误拂弦。",长相思·其二,听弹琴,听蜀僧濬弹琴
288,听弹琴,刘长卿 〔唐代〕,https://www.gushiwen.cn/shiwenv_8430c8ce3d9c.aspx,"泠泠七弦上，静听松风寒。(七弦 一作：七丝)
古调虽自爱，今人多不弹。",琵琶行,琴歌,听筝
289,听安万善吹觱篥歌,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_c91049d5d0e0.aspx,"南山截竹为觱篥，此乐本自龟兹出。
流传汉地曲转奇，凉州胡人为我吹。
傍邻闻者多叹息，远客思乡皆泪垂。
世人解听不解赏，长飙风中自来往。
枯桑老柏寒飕飗，九雏鸣凤乱啾啾。
龙吟虎啸一时发，万籁百泉相与秋。
忽然更作渔阳掺，黄云萧条白日暗。
变调如闻杨柳春，上林繁花照眼新。
岁夜高堂列明烛，美酒一杯声一曲。",琵琶行,长恨歌,观公孙大娘弟子舞剑器行
290,后宫词,白居易 〔唐代〕,https://www.gushiwen.cn/shiwenv_72c224467be6.aspx,"泪湿罗巾梦不成，夜深前殿按歌声。(湿 一作：尽)
红颜未老恩先断，斜倚薰笼坐到明。",无题·凤尾香罗薄几重,行宫,瑶瑟怨
291,同题仙游观,韩翃 〔唐代〕,https://www.gushiwen.cn/shiwenv_6022ecefe281.aspx,"仙台初见五城楼，风物凄凄宿雨收。(初见 一作：下见)
山色遥连秦树晚，砧声近报汉宫秋。
疏松影落空坛静，细草香闲小洞幽。(闲 一作：生)
何用别寻方外去，人间亦自有丹丘。",送魏万之京,题破山寺后禅院,庐山谣寄卢侍御虚舟
292,同从弟南斋玩月忆山阴崔少府,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_c6f492aeb6d7.aspx,"高卧南斋时，开帷月初吐。
清辉澹水木，演漾在窗户。
冉冉几盈虚，澄澄变今古。(冉冉 一作：荏苒)
美人清江畔，是夜越吟苦。
千里共如何，微风吹兰杜。(共 一作：其)",长恨歌,秋登兰山寄张五,宣州谢朓楼饯别校书叔云
293,古柏行,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_48a71bd6453b.aspx,"孔明庙前有老柏，柯如青铜根如石。
霜皮溜雨四十围，黛色参天二千尺。
君臣已与时际会，树木犹为人爱惜。
云来气接巫峡长，月出寒通雪山白。
忆昨路绕锦亭东，先主武侯同閟宫。
崔嵬枝干郊原古，窈窕丹青户牖空。
落落盘踞虽得地，冥冥孤高多烈风。
扶持自是神明力，正直原因造化功。
大厦如倾要梁栋，万牛回首丘山重。
不露文章世已惊，未辞翦伐谁能送？
苦心岂免容蝼蚁，香叶终经宿鸾凤。
志士幽人莫怨嗟：古来材大难为用。",长恨歌,琵琶行,桃源行
294,古意,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_1a8a902fa95d.aspx,"男儿事长征，少小幽燕客。
赌胜马蹄下，由来轻七尺。
杀人莫敢前，须如猬毛磔。
黄云陇底白云飞，未得报恩不得归。
辽东小妇年十五，惯弹琵琶解歌舞。
今为羌笛出塞声，使我三军泪如雨。",琵琶行,老将行,韩碑
295,古从军行,李颀 〔唐代〕,https://www.gushiwen.cn/shiwenv_564a9a68c08b.aspx,"白日登山望烽火，黄昏饮马傍交河。
行人刁斗风沙暗，公主琵琶幽怨多。
野云万里无城郭，雨雪纷纷连大漠。
胡雁哀鸣夜夜飞，胡儿眼泪双双落。
闻道玉门犹被遮，应将性命逐轻车。
年年战骨埋荒外，空见蒲桃入汉家。",琵琶行,燕歌行·并序,走马川行奉送封大夫出师西征
296,北青萝,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_9319a4bb3629.aspx,"残阳西入崦，茅屋访孤僧。
落叶人何在，寒云路几层。
独敲初夜磬，闲倚一枝藤。
世界微尘里，吾宁爱与憎。",长恨歌,青溪,夜雨寄北
297,别房太尉墓,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_f67ed771d1fa.aspx,"他乡复行役，驻马别孤坟。
近泪无干土，低空有断云。
对棋陪谢傅，把剑觅徐君。
唯见林花落，莺啼送客闻。",长恨歌,终南别业,渡荆门送别
298,利州南渡,温庭筠 〔唐代〕,https://www.gushiwen.cn/shiwenv_3f759a5f4d7a.aspx,"澹然空水带斜晖，曲岛苍茫接翠微。(带 一作：对)
波上马嘶看棹去，柳边人歇待船归。
数丛沙草群鸥散，万顷江田一鹭飞。
谁解乘舟寻范蠡，五湖烟水独忘机。",饯别王十一南游,下终南山过斛斯山人宿置酒,送灵澈上人
299,初发扬子寄元大校书,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_9a7569bbab39.aspx,"凄凄去亲爱，泛泛入烟雾。
归棹洛阳人，残钟广陵树。
今朝此为别，何处还相遇。
世事波上舟，沿洄安得住。",送杨氏女,琵琶行,次北固山下
300,出塞,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_b9e14c6e09aa.aspx,"秦时明月汉时关，万里长征人未还。
但使龙城飞将在，不教胡马度阴山。",关山月,西塞山怀古,杂诗三首·其三
301,凉思,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_d7b38e9592ad.aspx,"客去波平槛，蝉休露满枝。
永怀当此节，倚立自移时。
北斗兼春远，南陵寓使迟。
天涯占梦数，疑误有新知。",岁暮归南山,静夜思,章台夜思
302,凉州词二首·其一,王之涣 〔唐代〕,https://www.gushiwen.cn/shiwenv_3963afd966bc.aspx,"黄河远上白云间，一片孤城万仞山。
羌笛何须怨杨柳，春风不度玉门关。",关山月,赠别二首·其一,梦李白二首·其一
303,凉州词,王翰 〔唐代〕,https://www.gushiwen.cn/shiwenv_9312f5349cd7.aspx,"葡萄美酒夜光杯，欲饮琵琶马上催。
醉卧沙场君莫笑，古来征战几人回？",琵琶行,凉州词二首·其一,将进酒
304,兵车行,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_977076fa07f4.aspx,"车辚辚，马萧萧，行人弓箭各在腰。
耶娘妻子走相送，尘埃不见咸阳桥。(耶娘 一作：爷娘)
牵衣顿足拦道哭，哭声直上干云霄。
道旁过者问行人，行人但云点行频。
或从十五北防河，便至四十西营田。
去时里正与裹头，归来头白还戍边。
边庭流血成海水，武皇开边意未已。
君不闻汉家山东二百州，千村万落生荆杞。
纵有健妇把锄犁，禾生陇亩无东西。
况复秦兵耐苦战，被驱不异犬与鸡。
长者虽有问，役夫敢申恨？
且如今年冬，未休关西卒。
县官急索租，租税从何出？
信知生男恶，反是生女好。
生女犹得嫁比邻，生男埋没随百草。
君不见，青海头，古来白骨无人收。
新鬼烦冤旧鬼哭，天阴雨湿声啾啾！",长恨歌,琵琶行,贼退示官吏
305,关山月,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_b12f5b4193fd.aspx,"明月出天山，苍茫云海间。
长风几万里，吹度玉门关。
汉下白登道，胡窥青海湾。
由来征战地，不见有人还。
戍客望边邑，思归多苦颜。(望边邑 一作：望边色)
高楼当此夜，叹息未应闲。",长恨歌,秋登兰山寄张五,蜀道难
306,八阵图,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_9cee4425b019.aspx,"功盖三分国，名成八阵图。（名成 一作：名高）
江流石不转，遗恨失吞吴。",遣怀,金陵图,赠卫八处士
307,八月十五夜赠张功曹,韩愈 〔唐代〕,https://www.gushiwen.cn/shiwenv_7f2806398cdc.aspx,"纤云四卷天无河，清风吹空月舒波。
沙平水息声影绝，一杯相属君当歌。
君歌声酸辞且苦，不能听终泪如雨。
洞庭连天九疑高，蛟龙出没猩鼯号。
十生九死到官所，幽居默默如藏逃。
下床畏蛇食畏药，海气湿蛰熏腥臊。
昨者州前捶大鼓，嗣皇继圣登夔皋。
赦书一日行万里，罪从大辟皆除死。
迁者追回流者还，涤瑕荡垢清朝班。
州家申名使家抑，坎轲只得移荆蛮。
判司卑官不堪说，未免捶楚尘埃间。
同时辈流多上道，天路幽险难追攀。
君歌且休听我歌，我歌今与君殊科。
一年明月今宵多，人生由命非由他。
有酒不饮奈明何。",长恨歌,丹青引赠曹将军霸,下终南山过斛斯山人宿置酒
308,佳人,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_33daedbc42a1.aspx,"绝代有佳人，幽居在空谷。
自云良家子，零落依草木。
关中昔丧乱，兄弟遭杀戮。
官高何足论，不得收骨肉。
世情恶衰歇，万事随转烛。
夫婿轻薄儿，新人美如玉。
合昏尚知时，鸳鸯不独宿。
但见新人笑，那闻旧人哭。
在山泉水清，出山泉水浊。
侍婢卖珠回，牵萝补茅屋。
摘花不插发，采柏动盈掬。
天寒翠袖薄，日暮倚修竹。",长恨歌,观公孙大娘弟子舞剑器行,桃源行
309,云阳馆与韩绅宿别,司空曙 〔唐代〕,https://www.gushiwen.cn/shiwenv_ee15f96f22e5.aspx,"故人江海别，几度隔山川。
乍见翻疑梦，相悲各问年。
孤灯寒照雨，深竹暗浮烟。(深竹 一作：湿竹)
更有明朝恨，离杯惜共传。",琵琶行,客夜与故人偶集,送綦毋潜落第还乡
310,书边事,张乔 〔唐代〕,https://www.gushiwen.cn/shiwenv_535a33944e8a.aspx,"调角断清秋，征人倚戍楼。
春风对青冢，白日落梁州。
大漠无兵阻，穷边有客游。
蕃情似此水，长愿向南流。",长恨歌,旅夜书怀,听董大弹胡笳声兼寄语弄房给事
311,九月九日忆山东兄弟,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_d75a706935de.aspx,"独在异乡为异客，每逢佳节倍思亲。
遥知兄弟登高处，遍插茱萸少一人。",巴山道中除夜书怀,月夜忆舍弟,同从弟南斋玩月忆山阴崔少府
312,九日登望仙台呈刘明府,崔曙 〔唐代〕,https://www.gushiwen.cn/shiwenv_8da574e2c837.aspx,"汉文皇帝有高台，此日登临曙色开。
三晋云山皆北向，二陵风雨自东来。
关门令尹谁能识，河上仙翁去不回。
且欲近寻彭泽宰，陶然共醉菊花杯。",长恨歌,秋日登吴公台上寺远眺,下终南山过斛斯山人宿置酒
313,乌衣巷,刘禹锡 〔唐代〕,https://www.gushiwen.cn/shiwenv_8b671db8c10d.aspx,"朱雀桥边野草花，乌衣巷口夕阳斜。
旧时王谢堂前燕，飞入寻常百姓家。",江南逢李龟年,金缕衣,寒食
314,为有,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_bcff6a37c9b5.aspx,"为有云屏无限娇，凤城寒尽怕春宵。
无端嫁得金龟婿，辜负香衾事早朝。",清平调·其三,望月有感,早寒江上有怀
315,丹青引赠曹将军霸,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_0b8b1899dd68.aspx,"将军魏武之子孙，于今为庶为清门。
英雄割据虽已矣，文采风流今尚存。
学书初学卫夫人，但恨无过王右军。
丹青不知老将至，富贵于我如浮云。
开元之中常引见，承恩数上南薰殿。
凌烟功臣少颜色，将军下笔开生面。
良相头上进贤冠，猛将腰间大羽箭。
褒公鄂公毛发动，英姿飒爽来酣战。
先帝天马玉花骢，画工如山貌不同。
是日牵来赤墀下，迥立阊阖生长风。
诏谓将军拂绢素，意匠惨澹经营中。
斯须九重真龙出，一洗万古凡马空。
玉花却在御榻上，榻上庭前屹相向。
至尊含笑催赐金，圉人太仆皆惆怅。
弟子韩干早入室，亦能画马穷殊相。
干惟画肉不画骨，忍使骅骝气凋丧。
将军画善盖有神，必逢佳士亦写真。
即今漂泊干戈际，屡貌寻常行路人。
途穷反遭俗眼白，世上未有如公贫。
但看古来盛名下，终日坎壈缠其身。",长恨歌,韦讽录事宅观曹将军画马图,丽人行
316,丽人行,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_3d39d2ba54ca.aspx,"三月三日天气新，长安水边多丽人。
态浓意远淑且真，肌理细腻骨肉匀。
绣罗衣裳照暮春，蹙金孔雀银麒麟。
头上何所有？翠微匎叶垂鬓唇。
背后何所见？珠压腰衱稳称身。
就中云幕椒房亲，赐名大国虢与秦。
紫驼之峰出翠釜，水精之盘行素鳞。
犀箸厌饫久未下，鸾刀缕切空纷纶。
黄门飞鞚不动尘，御厨络绎送八珍。
箫鼓哀吟感鬼神，宾从杂遝实要津。
后来鞍马何逡巡，当轩下马入锦茵。
杨花雪落覆白蘋，青鸟飞去衔红巾。
炙手可热势绝伦，慎莫近前丞相嗔！",长恨歌,琵琶行,丹青引赠曹将军霸
317,东郊,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_48b0176c1010.aspx,"吏舍跼终年，出郊旷清曙。
杨柳散和风，青山澹吾虑。
依丛适自憩，缘涧还复去。
微雨霭芳原，春鸠鸣何处。
乐幽心屡止，遵事迹犹遽。
终罢斯结庐，慕陶直可庶。",长恨歌,送人东游,九月九日忆山东兄弟
318,与高适薛据同登慈恩寺浮图,岑参 〔唐代〕,https://www.gushiwen.cn/shiwenv_14f186d50948.aspx,"塔势如涌出，孤高耸天宫。
登临出世界，磴道盘虚空。
突兀压神州，峥嵘如鬼工。
四角碍白日，七层摩苍穹。
下窥指高鸟，俯听闻惊风。
连山若波涛，奔凑似朝东。(凑 一作：走；似 一作：如)
青槐夹驰道，宫馆何玲珑。(馆 一作：观)
秋色从西来，苍然满关中。
五陵北原上，万古青濛濛。
净理了可悟，胜因夙所宗。
誓将挂冠去，觉道资无穷。",长恨歌,谒衡岳庙遂宿岳寺题门楼,老将行
319,与诸子登岘山,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_5ad7bb0feb8b.aspx,"人事有代谢，往来成古今。
江山留胜迹，我辈复登临。
水落鱼梁浅，天寒梦泽深。
羊公碑尚在，读罢泪沾襟。(尚在 一作：字在)",登楼,秋登兰山寄张五,郡斋雨中与诸文士燕集
320,下终南山过斛斯山人宿置酒,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_047024512325.aspx,"暮从碧山下，山月随人归。
却顾所来径，苍苍横翠微。
相携及田家，童稚开荆扉。
绿竹入幽径，青萝拂行衣。
欢言得所憩，美酒聊共挥。
长歌吟松风，曲尽河星稀。
我醉君复乐，陶然共忘机。",长恨歌,利州南渡,八月十五夜赠张功曹